Naam;URN;Waarde;IMBRO;IMBRO/A;Definitie
"Codegroep";"urn:bro:sfr:CodeGroup";"zandgrondKalkhoudend";"Ja";"Nee";"Gronden die tussen 0 en 80 cm diepte voor meer dan de helft van de dikte bestaan uit zand dat jonger is dan dekzand en waarbij een duidelijke podzol-horizont en briklaag ontbreken en waarbij ook geen moerige bovengrond of moerige tussenlaag aanwezig is. Tot deze groep behoren tevens de dikke eerdgronden in kalkhoudend zand. Kalkhoudende zanden zijn overwegend onder mariene omstandigheden afgezet. Andere zandgronden in deze codegroep zijn jonge stuifzandgronden en zanden die zijn afgezet onder fluviatiele omstandigheden. Het zand in deze codegroep is kalkrijk én relatief recent afgezet."
"Codegroep";"urn:bro:sfr:CodeGroup";"zandgrondKalkloos";"Ja";"Nee";"Minerale gronden die tussen 0 en 80 cm diepte voor meer dan de helft van de dikte uit kalkloos zand bestaan. Een duidelijke podzol-horizont ontbreekt of deze komt voor onder een meer dan 50 cm dikke humeuze bovengrond. Ook is er geen moerige bovengrond of moerige tussenlaag aanwezig. Tot deze groep behoren tevens de dikke eerdgronden in kalkloos zand."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"geen";"Ja";"Nee";"Geen afwijkende laagjes."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"detritusLaagjes";"Ja";"Nee";"Detritus maakt minder dan de helft van het volume uit en komt voor in laagjes."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"grindLaagjes ";"Ja";"Nee";"Grind maakt minder dan de helft van het volume uit en komt voor in laagjes."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"gyttjaLaagjes";"Ja";"Nee";"Gyttja maakt minder dan de helft van het volume uit en komt voor in laagjes."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"humusLaagjes";"Ja";"Nee";"Humus maakt minder dan de helft van het volume uit en komt voor in laagjes."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"kalkLaagjes";"Ja";"Nee";"Kalk maakt minder dan de helft van het volume uit en komt voor in laagjes."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"kleiLaagjes";"Ja";"Nee";"Klei maakt minder dan de helft van het volume uit en komt voor in laagjes."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"leemLaagjes";"Ja";"Nee";"Leem maakt minder dan de helft van het volume uit en komt voor in laagjes."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"oerLaagjes";"Ja";"Nee";"Oer maakt minder dan de helft van het volume uit en komt voor in laagjes."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"schelpmateriaalLaagjes";"Ja";"Nee";"Schelpmateriaal maakt minder dan de helft van het volume uit en komt voor in laagjes."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"veenLaagjes";"Ja";"Nee";"Veen maakt minder dan de helft van het volume uit en komt voor in laagjes."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"vuursteenLaagjes";"Ja";"Nee";"Vuursteen maakt minder dan de helft van het volume uit en komt voor in laagjes."
"GelaagdeInhomogeniteit";"urn:bro:sfr:Interbedding";"zandLaagjes";"Ja";"Nee";"Zand maakt minder dan de helft van het volume uit en komt voor in laagjes."
"Gesteentesoort";"urn:bro:sfr:RockType";"kalksteen";"Ja";"Nee";"Sedimentair gesteente dat ontstaat door de opeenhoping van (kalkhoudende) stoffelijke overblijfselen van in zee levende organismen."
"Gesteentesoort";"urn:bro:sfr:RockType";"schalie";"Ja";"Nee";"Sedimentair gesteente dat bestaat uit geharde, geconsolideerde klei."
"Gesteentesoort";"urn:bro:sfr:RockType";"zandsteen";"Ja";"Nee";"Sedimentair gesteente dat voornamelijk bestaat uit zandkorrels."
"Grensbepaling";"urn:bro:sfr:BoundaryPositioningMethod";"waargenomenScherp0tot2";"Ja";"Nee";"De grens is gebaseerd op een verandering die waargenomen is in de wand. De verandering voltrekt zich binnen een bereik dat tussen 0 en 2 cm ligt."
"Grensbepaling";"urn:bro:sfr:BoundaryPositioningMethod";"waargenomenDuidelijk2tot10";"Ja";"Nee";"De grens is gebaseerd op een verandering die waargenomen is in de wand. De verandering voltrekt zich binnen een bereik dat tussen 2 en 10 cm ligt."
"Grensbepaling";"urn:bro:sfr:BoundaryPositioningMethod";"waargenomenGeleidelijkMeerDan10";"Ja";"Nee";"De grens is gebaseerd op een verandering die waargenomen is in de wand. De verandering voltrekt zich in een bereik dat groter is dan 10 cm."
"Grensbepaling";"urn:bro:sfr:BoundaryPositioningMethod";"voorbepaald ";"Ja";"Nee";"De grens is niet gebaseerd op een verandering maar is kunstmatig bepaald; het begrip scherpte is niet van toepassing. "
"Grindgehalteklasse";"urn:bro:sfr:GravelContentClass";"zwakGrindig0tot5";"Ja";"Nee";"Grind is aanwezig en maakt minder dan 5 procent van de massa uit."
"Grindgehalteklasse";"urn:bro:sfr:GravelContentClass";"grindig5tot15";"Ja";"Nee";"Grind maakt tussen 5 en 15 procent van de massa uit."
"Grindgehalteklasse";"urn:bro:sfr:GravelContentClass";"sterkGrindig15tot30";"Ja";"Nee";"Grind maakt tussen 15 en 30 procent van de massa uit."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"grind";"Ja";"Nee";"Grind."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"kleiigZand";"Ja";"Nee";"Zand kleiig, benaming gebaseerd op NEN 5104. Grond die voor minimaal 82,5 procent van de massa uit zand, voor 5 tot 8 procent uit lutum, voor maximaal 12,5 procent uit silt bestaat en minder dan 16 procent organische stof en minder dan 30 procent grind bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"matigSiltigeKlei";"Ja";"Nee";"Klei matig siltig, benaming gebaseerd op NEN5104. Grond die voor 35 tot 50 procent van de massa uit lutum, voor 50 tot 65 procent uit silt en voor maximaal 65 procent uit zand bestaat en minder dan 30 procent organische stof en minder dan 30 procent grind bevat. "
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"matigSiltigZand";"Ja";"Nee";"Zand matig Siltig, benaming gebaseerd op NEN 5104. Grond die voor 82,5 tot 90 procent van de massa uit zand, voor maximaal 5 procent uit lutum en voor 10 tot 17,5 procent uit silt bestaat en minder dan 16 procent organische stof en minder dan 30 procent grind bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"matigZandigeKlei";"Ja";"Nee";"Klei matig zandig, benaming gebaseerd op NEN 5104. Grond die voor 12 tot 17,5 procent van de massa uit lutum, voor 32,5 tot 38 procent uit silt en voor 50 tot 88 procent uit zand bestaat en minder dan 30 procent organische stof en minder dan 30 procent grind bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"mineraalarmVeen";"Ja";"Nee";"Veen mineraal arm, benaming gebaseerd op NEN 5104. Grond die voor meer dan 35 procent van de massa uit organische stof die vezelig is en samenhang vertoont bestaat, voor maximaal 30 procent uit lutum en voor maximaal 65 procent uit silt plus zand."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"schelpmateriaal";"Ja";"Nee";"Schelpmateriaal."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"sterkKleiigVeen";"Ja";"Nee";"Veen sterk kleiig, benaming gebaseerd op NEN 5104. Grond die voor 15 tot 30 procent van de massa uit organische stof die vezelig is en samenhang vertoont bestaat, en voor 8 tot 70 procent uit lutum en voor de rest uit silt plus zand."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"sterkSiltigeKlei";"Ja";"Nee";"Klei sterk siltig, benaming gebaseerd op NEN 5104. Grond die voor 25 tot 35 procent van de massa uit lutum, voor 65 tot 75 procent uit silt en voor maximaal 75 procent uit zand bestaat en minder dan 30 procent organische stof en minder dan 30 procent grind bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"sterkSiltigZand";"Ja";"Nee";"Zand sterk siltig, benaming gebaseerd op NEN 5104. Grond die voor 67,5 tot 82,5 procent van de massa uit zand, voor maximaal 8 procent uit lutum en voor 17,5 tot 32,5 procent uit silt bestaat en minder dan 16 procent organische stof en minder dan 30 procent grind bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"sterkZandigeKlei";"Ja";"Nee";"Klei sterk zandig, benaming gebaseerd op NEN 5104. Grond die voor 8 tot 12 procent van de massa uit lutum, voor 38 tot 42 procent uit silt en voor 50 tot 92 procent uit zand bestaat en minder dan 30 procent organische stof bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"sterkZandigeLeem";"Ja";"Nee";"Leem sterk zandig, benaming gebaseerd op NEN 5104. Grond die voor maximaal 17,5 procent van de massa uit lutum, voor minimaal 50 procent uit silt en voor 15 tot 50 procent uit zand bestaat en minder dan 30 procent grind en minder dan 30 procent organische stof bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"sterkZandigVeen";"Ja";"Nee";"Veen sterk zandig, benaming gebaseerd op NEN 5104. Grond die voor 22,5 tot 45 procent van de massa uit organische stof die vezelig is en samenhang vertoont bestaat, en voor minder dan 8 procent uit lutum en voor de rest uit silt plus zand."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"uiterstSiltigeKlei";"Ja";"Nee";"Klei uiterst siltig, benaming gebaseerd op NEN 5104. Grond die voor 8 tot 25 procent van de massa uit lutum, voor 25 tot 75 procent uit silt en voor 50 tot 92 procent uit zand bestaat en minder dan 30 procent organische stof en minder dan 30 procent grind bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"uiterstSiltigZand";"Ja";"Nee";"Zand uiterst siltig, benaming gebaseerd op NEN 5104. Grond die voor 50 tot 67,5 procent van de massa uit zand, voor maximaal 8 procent uit lutum en voor 32,5 tot 50 procent uit silt bestaat en minder dan 16 procent organische stof en minder dan 30 procent grind bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"zwakKleiigVeen";"Ja";"Nee";"Veen zwak kleiig, benaming gebaseerd op NEN 5104. Grond die voor 22,5 tot 45 procent van de massa uit organische stof die vezelig is en samenhang vertoont bestaat en voor 8 tot 55 procent uit lutum en voor de rest uit silt plus zand."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"zwakSiltigeKlei";"Ja";"Nee";"Klei zwak siltig, benaming gebaseerd op NEN 5104. Grond die voor meer dan 50 procent van de massa uit lutum en voor minder dan 50 procent uit silt en zand bestaat en minder dan 30 procent organische stof en minder dan 30 procent grind bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"zwakSiltigZand";"Ja";"Nee";"Zand zwak siltig, benaming gebaseerd op NEN 5104. Grond die voor minimaal 90 procent van de massa uit zand, voor maximaal 5 procent uit lutum en voor maximaal 10 procent uit silt bestaat en minder dan 16 procent organische stof en minder dan 30 procent grind bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"zwakZandigeKlei";"Ja";"Nee";"Klei zwak zandig, benaming gebaseerd op NEN 5104. Grond die voor 17,5 tot 25 procent van de massa uit lutum, voor 25 tot 32,5 procent uit silt en voor 50 tot 82,5 procent uit zand bestaat en minder dan 30 procent organische stof en minder dan 30 procent grind bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"zwakZandigeLeem";"Ja";"Nee";"Leem zwak zandig, benaming gebaseerd op NEN 5104. Grond die voor maximaal 25 procent van de massa uit lutum, voor minimaal 65 procent uit silt en voor maximaal 15 procent uit zand bestaat en minder dan 30 procent grind en minder dan 30 procent organische stof bevat."
"GrondsoortNEN5104";"urn:bro:sfr:SoilNameNEN5104";"zwakZandigVeen";"Ja";"Nee";"Veen zwak zandig, benaming gebaseerd op NEN 5104. Grond die voor 15 tot 30 procent van de massa uit organische stof die vezelig is en samenhang vertoont bestaat, en voor minder dan 8 procent uit lutum en voor de rest uit silt plus zand."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"Ia";"Ja";"Nee";"GHG ligt tussen 0 en 25 cm, GLG ligt tussen 0 en 50 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"Ic";"Ja";"Nee";"GHG ligt tussen 25 en 50 cm, GLG ligt tussen 25 en 50 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"IIa";"Ja";"Nee";"GHG ligt tussen 0 en 25 cm, GLG ligt tussen 50 en 80 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"IIb";"Ja";"Nee";"GHG ligt tussen 25 en 40 cm, GLG ligt tussen 50 en 80 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"IIc";"Ja";"Nee";"GHG ligt tussen 40 en 80 cm, GLG ligt tussen 50 en 80 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"IIIa";"Ja";"Nee";"GHG ligt tussen 0 en 25 cm, GLG ligt tussen 80 en 120 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"IIIb";"Ja";"Nee";"GHG ligt tussen 25 en 40 cm, GLG ligt tussen 80 en 120 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"IVc";"Ja";"Nee";"GHG ligt tussen 80 en 120 cm, GLG ligt tussen 80 en 120 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"IVu";"Ja";"Nee";"GHG ligt tussen 40 en 80 cm, GLG ligt tussen 80 en 120 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"Vad";"Ja";"Nee";"GHG ligt tussen 0 en 25 cm, GLG ligt op 180 cm of dieper."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"Vao";"Ja";"Nee";"GHG ligt tussen 0 en 25 cm, GLG ligt tussen 120 en 180 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"Vbd";"Ja";"Nee";"GHG ligt tussen 25 en 40 cm, GLG ligt op 180 cm of dieper."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"Vbo";"Ja";"Nee";"GHG ligt tussen 25 en 40 cm, GLG ligt tussen 120 en 180 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"VId";"Ja";"Nee";"GHG ligt tussen 40 en 80 cm, GLG ligt op 180 cm of dieper."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"VIo";"Ja";"Nee";"GHG ligt tussen 40 en 80 cm, GLG ligt tussen 120 en 180 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"VIId";"Ja";"Nee";"GHG ligt tussen 80 en 140 cm, GLG ligt op 180 cm of dieper."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"VIIo";"Ja";"Nee";"GHG ligt tussen 80 en 140 cm, GLG ligt tussen 120 en 180 cm."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"VIIId";"Ja";"Nee";"GHG ligt op 140 cm of dieper, GLG ligt op 180 cm of dieper."
"Grondwatertrap";"urn:bro:sfr:GroundwaterTableClass";"VIIIo";"Ja";"Nee";"GHG ligt tussen 140 en 180 cm, GLG ligt tussen 140 en 180 cm."
"Hoekigheid";"urn:bro:sfr:Angularity";"afgerond";"Ja";"Nee";"De aggregaten hebben geen scherpe hoeken."
"Hoekigheid";"urn:bro:sfr:Angularity";"scherp";"Ja";"Nee";"De aggregaten hebben scherpe hoeken."
"HoeveelheidsklassePorien";"urn:bro:sfr:PoreAbundanceClass";"geen";"Ja";"Nee";"Er zijn geen poriën zichtbaar. "
"HoeveelheidsklassePorien";"urn:bro:sfr:PoreAbundanceClass";"weinig0tot0.5";"Ja";"Nee";"Poriën zijn aanwezig en beslaan minder dan 0.5% procent van het oppervlak."
"HoeveelheidsklassePorien";"urn:bro:sfr:PoreAbundanceClass";"matig0.5tot5";"Ja";"Nee";"Poriën beslaan tussen 0.5 en 5 procent van het oppervlak."
"HoeveelheidsklassePorien";"urn:bro:sfr:PoreAbundanceClass";"veelMinstens5";"Ja";"Nee";"Poriën beslaan meer dan 5 procent van het oppervlak."
"HoeveelheidsklasseWortels";"urn:bro:sfr:RootAbundanceClass";"zeerWeinig1tot5";"Ja";"Nee";"Het aantal wortels per vierkante decimeter ligt tussen 1 en 5."
"HoeveelheidsklasseWortels";"urn:bro:sfr:RootAbundanceClass";"weinig5tot10";"Ja";"Nee";"Het aantal wortels per vierkante decimeter ligt tussen 5 en 10."
"HoeveelheidsklasseWortels";"urn:bro:sfr:RootAbundanceClass";"veel10tot15";"Ja";"Nee";"Het aantal wortels per vierkante decimeter ligt tussen 10 en 15."
"HoeveelheidsklasseWortels";"urn:bro:sfr:RootAbundanceClass";"zeerVeelMinstens15";"Ja";"Nee";"Het aantal wortels per vierkante decimeter is groter dan 15."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Of";"Ja";"Nee";"Een moerige horizont, die boven een A- of een E-horizont ligt en die bestaat uit in een aeroob milieu opgehoopte resten van voornamelijk bovengrondse plantendelen in verschillende stadia van omzetting (strooisellaag), met omgezette plantenresten, maar met nog herkenbare fragmenten."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Oh";"Ja";"Nee";"Een moerige horizont, die boven een A- of een E-horizont ligt en die bestaat uit in een aeroob milieu opgehoopte resten van voornamelijk bovengrondse plantendelen in verschillende stadia van omzetting (strooisellaag), een compacte laag omgezette organische stof, die van het bodemoppervlak los getrokken kan worden."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Ol";"Ja";"Nee";"Een moerige horizont, die boven een A- of een E-horizont ligt en die bestaat uit in een aeroob milieu opgehoopte resten van voornamelijk bovengrondse plantendelen in verschillende stadia van omzetting (strooisellaag), met verse, nauwelijks aangetaste bladeren."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Ou";"Ja";"Nee";"Een moerige horizont, die boven een A- of een E-horizont ligt en die bestaat uit in een aeroob milieu opgehoopte resten van voornamelijk bovengrondse plantendelen in verschillende stadia van omzetting (strooisellaag), hoofd- en overgangshorizont die geen andere kleine-letter-toevoeging heeft, maar die wel onderverdeeld wordt. Zonder specifieke kenmerken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Aa";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet (niet meer herkenbaar als resten van planten en dieren), geheel of voor een groot deel bestaand uit door de mens van elders aangevoerd materiaal."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Aab";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet (niet meer herkenbaar als resten van planten en dieren), geheel of voor een groot deel bestaand uit door de mens van elders aangevoerd materiaal, na de bodemvorming met een sediment, sedentaat of een dik (&gt;50 cm) antropogeen dek 'begraven'."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Aag";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet (niet meer herkenbaar als resten van planten en dieren), geheel of voor een groot deel bestaand uit door de mens van elders aangevoerd materiaal, met roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Aagb";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet (niet meer herkenbaar als resten van planten en dieren), geheel of voor een groot deel bestaand uit door de mens van elders aangevoerd materiaal, na de bodemvorming met een sediment, sedentaat of een dik (&gt;50 cm) antropogeen dek 'begraven', met roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Aap";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet (niet meer herkenbaar als resten van planten en dieren), geheel of voor een groot deel bestaand uit door de mens van elders aangevoerd materiaal, wordt met enige regelmaat (meestal jaarlijks) mechanisch bewerkt (bouwvoor)."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Aapg";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet (niet meer herkenbaar als resten van planten en dieren), geheel of voor een groot deel bestaand uit door de mens van elders aangevoerd materiaal, wordt met enige regelmaat (meestal jaarlijks) mechanisch bewerkt (bouwvoor), met roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Ah";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet (niet meer herkenbaar als resten van planten en dieren), niet bewerkt."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Ahb";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet (niet meer herkenbaar als resten van planten en dieren), niet bewerkt, na de bodemvorming met een sediment, sedentaat of een dik (&gt;50 cm) antropogeen dek 'begraven'."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Ahg";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet (niet meer herkenbaar als resten van planten en dieren),  niet bewerkt, met roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Ahgb";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet (niet meer herkenbaar als resten van planten en dieren), niet bewerkt, na de bodemvorming met een sediment, sedentaat of een dik (&gt;50 cm) antropogeen dek 'begraven', met roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Ahgc";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet, niet bewerkt, met roestvlekken, extreem ijzerrijk."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Ap";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet(niet meer herkenbaar als resten van planten en dieren), wordt met enige regelmaat (meestal jaarlijks) mechanisch bewerkt (bouwvoor)."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Apg";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet (niet meer herkenbaar als resten van planten en dieren), wordt met enige regelmaat (meestal jaarlijks) mechanisch bewerkt (bouwvoor), met roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Apgc";"Ja";"Nee";"Een horizont waarin de organische stof geheel of vrijwel geheel is omgezet (niet meer herkenbaar als resten van planten en dieren), wordt met enige regelmaat (meestal jaarlijks) mechanisch bewerkt (bouwvoor), met roestvlekken, extreem ijzerrijk."
"Horizontcode";"urn:bro:sfr:HorizonCode";"ABh";"Ja";"Nee";"Geleidelijke overgang van een A- naar een B-horizont, van minerale (soms moerige) samenstelling, waarin de organische stof geheel of vrijwel geheel is omgezet en met kenmerken van ingespoelde humus."
"Horizontcode";"urn:bro:sfr:HorizonCode";"ABt";"Ja";"Nee";"Geleidelijke overgang van een A- naar een B-horizont, van minerale samenstelling en met kenmerken van ingespoelde lutum."
"Horizontcode";"urn:bro:sfr:HorizonCode";"ABtg";"Ja";"Nee";"Geleidelijke overgang van een A- naar een B-horizont, minerale samenstelling en met kenmerken van ingespoelde lutum en roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"ABu";"Ja";"Nee";"Geleidelijke overgang van een A- naar een B-horizont, van minerale samenstelling, waarin de organische stof geheel of vrijwel geheel is omgezet. Zonder specifieke kenmerken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"ABw";"Ja";"Nee";"Geleidelijke overgang van een A- naar een B-horizont, van minerale samenstelling, waarin de organische stof geheel of vrijwel geheel is omgezet en met kenmerken van homogenisatie."
"Horizontcode";"urn:bro:sfr:HorizonCode";"ABwg";"Ja";"Nee";"Geleidelijke overgang van een A- naar een B-horizont, van minerale samenstelling, waarin de organische stof geheel of vrijwel geheel is omgezet en met kenmerken van homogenisatie en roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"ACe";"Ja";"Nee";"Geleidelijke overgang van een A- naar een C-horizont, met een minerale samenstelling en met kenmerken van ontijzering."
"Horizontcode";"urn:bro:sfr:HorizonCode";"ACg";"Ja";"Nee";"Geleidelijke overgang van een A- naar een C-horizont, met een minerale of moerige samenstelling en met roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"ACgc";"Ja";"Nee";"Geleidelijke overgang van een A- naar een C-horizont, met een minerale of moerige samenstelling en met roestvlekken en extreem ijzerrijk."
"Horizontcode";"urn:bro:sfr:HorizonCode";"ACu";"Ja";"Nee";"Geleidelijke overgang van een A- naar een C-horizont, met een minerale of moerige samenstelling. Zonder specifieke kenmerken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"ACw";"Ja";"Nee";"Geleidelijke overgang van een A- naar een C-horizont, met een minerale of moerige samenstelling en kenmerken van verwering en homogenisatie."
"Horizontcode";"urn:bro:sfr:HorizonCode";"ACwg";"Ja";"Nee";"Geleidelijke overgang van een A- naar een C-horizont, met een minerale of moerige samenstelling en kenmerken van verwering en homogenisatie en roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"AEg";"Ja";"Nee";"Geleidelijke overgang van een A- naar een E-horizont, van minerale samenstelling, waarin de organische stof geheel of vrijwel geheel is omgezet en door het verticaal (soms lateraal) uitspoelen is verarmd aan kleimineralen en/of sesquioxyden, met roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"AEu";"Ja";"Nee";"Geleidelijke overgang van een A- naar een E-horizont, van minerale samenstelling, waarin de organische stof geheel of vrijwel geheel is omgezet en door het verticaal (soms lateraal) uitspoelen is verarmd aan kleimineralen en/of sesquioxyden. Zonder specifieke kenmerken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bh";"Ja";"Nee";"Een minerale (soms moerige) horizont met ingespoelde humus."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bhe";"Ja";"Nee";"Een minerale (soms moerige) horizont met ingespoelde humus en kenmerken van ontijzering."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bheb";"Ja";"Nee";"Een minerale (soms moerige) horizont met ingespoelde humus en kenmerken van ontijzering, na de bodemvorming met een sediment, sedentaat of een dik (&gt;50 cm) antropogeen dek 'begraven'."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bhg";"Ja";"Nee";"Een minerale (soms moerige) horizont met ingespoelde humus en roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bhgb";"Ja";"Nee";"Een minerale (soms moerige) horizont met ingespoelde humus en roestvlekken, na de bodemvorming met een sediment, sedentaat of een dik (&gt;50 cm) antropogeen dek 'begraven'."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bhs";"Ja";"Nee";"Een minerale (soms moerige) horizont met ingespoelde humus en sesquioxyden (hiertoe behoren ijzer- en aluminiumverbindingen)."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bhsb";"Ja";"Nee";"Een minerale (soms moerige) horizont met ingespoelde humus en sesquioxyden (hiertoe behoren ijzer- en aluminiumverbindingen), na de bodemvorming met een sediment, sedentaat of een dik (&gt;50 cm) antropogeen dek 'begraven'."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bhsc";"Ja";"Nee";"Een minerale (soms moerige) horizont met ingespoelde humus en sesquioxyden (hiertoe behoren ijzer- en aluminiumverbindingen), extreem  ijzerrijk."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bs";"Ja";"Nee";"Een minerale (soms moerige) horizont met ingespoelde sesquioxyden (hiertoe behoren ijzer- en aluminiumverbindingen)."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bt";"Ja";"Nee";"Een minerale horizont met ingespoelde lutum."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Btb";"Ja";"Nee";"Een minerale horizont met ingespoelde lutum, na de bodemvorming met een sediment, sedentaat of een dik (&gt;50 cm) antropogeen dek 'begraven'."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Btg";"Ja";"Nee";"Een minerale horizont, met ingespoelde lutum en roestvlekken."
